sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	meta_source	parsed_date	errors
JAZ_79	E nova-anglica		-30.39672667	152.2904583	1250		WONG01					JZ		
JAZ_46n	E nova-anglica		-30.32172461	150.2745074	930		HORT01					JZ		
JAZ_45c	E nova-anglica		-30.07196333	151.7755733	1404		LLAN01					JZ		
JAZ_40p	E nova-anglica		-28.73724968	152.0858236	970		JENN02					JZ		
JAZ_56	E nova-anglica		-30.9624809	151.4571819	1163		OXLY01					JZ		
JAZ_44	E nova-anglica		-30.19959096	151.7216782	1308		WARM02					JZ		
JAZ_72	E nova-anglica		-29.63647	152.040145	1077		GELG01					JZ		
JAZ_30m	E nova-anglica		-31.3324142	151.4052305	1175		NIAN01					JZ		
JAZ_28	E nova-anglica		-30.12385315	151.7142599	1403							JZ		
JAZ_57b	E nova-anglica		-31.1782723	151.6347063	1200		LAKE01					JZ		
JAZ_74a	E nova-anglica		-30.403335	152.345395	1316		EBOR01					JZ		
JAZ_34d	E nova-anglica		-30.13088643	151.8452996	1315		WARM01					JZ		
JAZ_69	E nova-anglica		-29.54471833	151.7675467	934		YARA02					JZ		
JAZ_37f	E nova-anglica		-28.97639486	152.1376614	854		CATA01					JZ		
JAZ_34a	E nova-anglica		-30.13044886	151.8473763	1324		WARM01					JZ		
JAZ_50b	E nova-anglica		-29.90969797	151.7281665	1193		BARL01					JZ		
neg_JZ2												JZ		no_species
JAZ_47	E nova-anglica		-30.17260805	151.6147372	1260		LAUR01					JZ		
JAZ_56c	E nova-anglica		-30.9790739	151.5357565	1092		OXLY01					JZ		
JAZ_24	E nova-anglica		-30.51832407	152.0625776	956		CHAN01					JZ		
JAZ_25f	E nova-anglica		-30.4979875	152.256683	1115		OAKY01					JZ		
JAZ_29	E nova-anglica		-30.3781967	151.5586896	1190		BOOR01					JZ		
JAZ_66	E nova-anglica		-30.3632506	151.940891	1073		ROCK01					JZ		
JAZ_25e	E nova-anglica		-30.49833157	152.2560688	1113		OAKY01					JZ		
JAZ_73	E nova-anglica		-29.59364833	151.9182383	1066		BNOB01					JZ		
JAZ_46e	E nova-anglica		-30.32319076	150.2748451	925		HORT01					JZ		
JAZ_60	E nova-anglica		-30.7261783	151.5164333	1059		THUN02					JZ		
JAZ_57a	E nova-anglica		-31.176225	151.6311917	1188		LAKE01					JZ		
JAZ_27v	E nova-anglica		-30.37090667	151.567845	1200		TOMG01					JZ		
JAZ_52c	E nova-anglica		-29.68764498	151.6816131	1098		STRA01					JZ		
JAZ_57	E nova-anglica		-31.1729933	151.6283117	1179		LAKE01					JZ		
JAZ_56a	E nova-anglica		-30.9628846	151.4573337	1163		OXLY01					JZ		
JAZ_68b	E nova-anglica		-29.63413	151.7908033	1103		YARA01					JZ		
JAZ_68b_1	E nova-anglica		-29.63413	151.7908033	1103		YARA01					JZ		
DC_2027	E nova-anglica		-30.32404828	150.2783232	930		HORT01					JZ		
JAZ_50e	E nova-anglica		-29.908485	151.7279883	1190		BARL01					JZ		
DC_2029	E nova-anglica		-30.32401591	150.2785008	930		HORT01					JZ		
JAZ_48b	E nova-anglica		-30.01646177	151.6798049	1460		BELO01					JZ		
JAZ_54b	E nova-anglica		-30.007125	151.480875	1131		WAND01					JZ		
JAZ_45b	E nova-anglica		-30.07168667	151.7756733	1404		LLAN01					JZ		
JAZ_34	E nova-anglica		-30.13106592	151.8447276	1310		WARM01					JZ		
JAZ_41e	E nova-anglica		-31.11232942	151.4502176	1030		MACD01					JZ		
JAZ_49	E nova-anglica		-29.94244069	151.7219813	1193		NEHW01					JZ		
JAZ_74c	E nova-anglica		-30.40394833	152.3450533	1316		EBOR01					JZ		
JAZ_43c	E nova-anglica		-30.13314153	151.836055	1307		WARM01					JZ		
JAZ_27s	E nova-anglica		-30.3743	151.5615	1167		TOMG01					JZ		
JAZ_71a	E nova-anglica		-29.46939167	151.65399	934		EMMA01					JZ		
JAZ_35o	E nova-anglica		-30.52844441	151.894213	970		BAKE01					JZ		
JAZ_42q	E nova-anglica		-31.1050981	151.4697628	1040		COBR01					JZ		
JAZ_46m	E nova-anglica		-30.32295605	150.2747787	925		HORT01					JZ		
JAZ_31r	E nova-anglica		-30.10489265	151.5302449	1109		GEOR01					JZ		
JAZ_43	E nova-anglica		-30.20589329	151.7179778	1280		WARM01					JZ		
JAZ_30k	E nova-anglica		-31.33219054	151.4066062	1175		NIAN01					JZ		
JAZ_51a	E nova-anglica		-29.87095699	151.7359523	1293		NEHW01					JZ		
JAZ_40	E nova-anglica		-28.73741431	152.0861703	970		JENN01					JZ		
JAZ_25a	E nova-anglica		-30.49903068	152.2548846	1106		OAKY01					JZ		
JAZ_75	E nova-anglica		-29.37667667	151.8927683	970		DEEP01					JZ		
JAZ_52d	E nova-anglica		-29.71344037	151.7071464	1115		STRA01					JZ		
JAZ_44d	E nova-anglica		-30.19035752	151.7390606	1298		WARM02					JZ		
JAZ_25b	E nova-anglica		-30.49876923	152.2552387	1110		OAKY01					JZ		
JAZ_25c	E nova-anglica		-30.49862566	152.2554589	1110		OAKY01					JZ		
JAZ_48d	E nova-anglica		-30.0159935	151.6810159	1460		BELO01					JZ		
JAZ_65a	E nova-anglica		-30.3745528	151.9457155	1070		ROCK02					JZ		
JAZ_39b	E nova-anglica		-28.63055708	151.8612674	890		STAN01					JZ		
JAZ_43b	E. nova-anglica X		-30.18695667	151.7828269	1335		WARM01					JZ		
JAZ_45	E nova-anglica		-30.09959793	151.7553192	1390		LLAN01					JZ		
JAZ_65	E nova-anglica		-30.414425	151.90182	1163		ROCK02					JZ		
JAZ_35n	E nova-anglica		-30.52833409	151.8947042	970		BAKE01					JZ		
JAZ_24a	E nova-anglica		-30.51828595	152.0630172	963		CHAN01					JZ		
JAZ_62a	E nova-anglica		-30.9340246	151.5756993	1098		THUN03					JZ		
JAZ_31i	E nova-anglica		-30.10443234	151.5305192	1108		GEOR01					JZ		
JAZ_78a	E nova-anglica		-30.34321333	151.61224	1300		TOMG02					JZ		
JAZ_27t	E nova-anglica		-30.3741213	151.5622788	1167		TOMG01					JZ		
JAZ_54a	E nova-anglica		-30.00664418	151.4804018	1130		WAND01					JZ		
JAZ_52a	E nova-anglica		-29.68760245	151.6798066	1098		STRA01					JZ		
JAZ_74b	E nova-anglica		-30.403595	152.344825	1316		EBOR01					JZ		
JAZ_31s	E nova-anglica		-30.10397	151.53066	1108		GEOR01					JZ		
JAZ_44c	E nova-anglica		-30.18943538	151.7353253	1285		WARM02					JZ		
JAZ_34b	E nova-anglica		-30.13063212	151.8463983	1324		WARM01					JZ		
JAZ_23o	E nova-anglica		-30.51451	151.99327	1045		HELE01					JZ		
JAZ_70	E nova-anglica		-29.517015	151.7211617	930		RANG01					JZ		
JAZ_42n	E nova-anglica		-31.10557119	151.4699063	1040		COBR01					JZ		
JAZ_44b	E nova-anglica		-30.19861268	151.7226472	1308		WARM02					JZ		
JAZ_61a	E nova-anglica		-31.202175	151.8781083	1156		OXLY02					JZ		
JAZ_68c	E nova-anglica		-29.56622167	151.77175	964		YARA01					JZ		
JAZ_42r	E nova-anglica		-31.10473984	151.4695529	1040		COBR01					JZ		
JAZ_41g	E nova-anglica		-31.11204811	151.4500429	1030		MACD01					JZ		
JAZ_31o	E nova-anglica		-30.1034012	151.53164	1108		GEOR01					JZ		
JAZ_23n	E nova-anglica		-30.51456344	151.9929009	1041		HELE01					JZ		
JAZ_31q	E nova-anglica		-30.10465103	151.5292136	1108		GEOR01					JZ		
JAZ_21	E nova-anglica		-30.12649149	151.5464264	1150		WILL01					JZ		
JAZ_58	E nova-anglica		-31.2626583	151.7100067	1216		BRCK01					JZ		
JAZ_25	E nova-anglica		-30.49989907	152.253678	1100		OAKY01					JZ		
JAZ_63	E nova-anglica		-30.4845467	151.726035	1025		PINE01					JZ		
JAZ_27	E nova-anglica		-30.37443053	151.5619041	1167		TOMG01					JZ		
JAZ_50c	E nova-anglica		-29.9088	151.728	1190		BARL01					JZ		
AY_01			-36.1	146.883333	0		Albury					RRG		no_species
AY_02			-36.1	146.883333	0		Albury					RRG		no_species
AY_03			-36.1	146.883333	0		Albury					RRG		no_species
AY_04			-36.1	146.883333	0		Albury					RRG		no_species
AY_05			-36.1	146.883333	0		Albury					RRG		no_species
AY_06			-36.1	146.883333	0		Albury					RRG		no_species
AY_07			-36.1	146.883333	0		Albury					RRG		no_species
AY_08			-36.1	146.883333	0		Albury					RRG		no_species
AY_09			-36.1	146.883333	0		Albury					RRG		no_species
MT1PCR15_NCT_1					0							RRG		no_species
AY_10			-36.1	146.883333	0		Albury					RRG		no_species
AY_11			-36.1	146.883333	0		Albury					RRG		no_species
AY_12			-36.1	146.883333	0		Albury					RRG		no_species
AY_12B			-36.1	146.883333	5		Albury					RRG		no_species
BE_01			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_02			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_03			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_04			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_05			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_06			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_07			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_08			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_09			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_10			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_11			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_11B			-38.0699549	145.1809815	5		Bangholme					RRG		no_species
BE_12			-38.0699549	145.1809815	100		Bangholme					RRG		no_species
BH_01			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_02			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_03			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_04			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_05			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_06			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_07			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_08			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_09			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_10			-35.833333	145.116667	100		Barmah					RRG		no_species
BH_11			-35.833333	145.116667	350		Barmah					RRG		no_species
BK_01			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_02			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_03			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_04			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_05			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_06			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_07			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_08			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_09			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_10			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_11			-32.3	138.45	350		Boolcunda Creek					RRG		no_species
BK_12			-32.3	138.45	40		Boolcunda Creek					RRG		no_species
GG_01			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_02			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_03			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_04			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_05			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_06			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_07			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_08			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_09			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_10			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_11			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_11B			-38.1717455	144.3557543	40		Geelong					RRG		no_species
GG_12			-38.1717455	144.3557543	275		Geelong					RRG		no_species
HS_01			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_02			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_03			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_04			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_05			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_06			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_07			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_08			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_09			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_10			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_11			-32.6	138	275		Horrocks Pass					RRG		no_species
HS_12			-32.6	138	200		Horrocks Pass					RRG		no_species
LH_01			-30.533333	145.1	200		Louth					RRG		no_species
LH_02			-30.533333	145.1	200		Louth					RRG		no_species
LH_03			-30.533333	145.1	200		Louth					RRG		no_species
LH_04			-30.533333	145.1	200		Louth					RRG		no_species
LH_05			-30.533333	145.1	200		Louth					RRG		no_species
LH_06			-30.533333	145.1	200		Louth					RRG		no_species
LH_07			-30.533333	145.1	200		Louth					RRG		no_species
LH_08			-30.533333	145.1	200		Louth					RRG		no_species
LH_09			-30.533333	145.1	200		Louth					RRG		no_species
LH_10			-30.533333	145.1	200		Louth					RRG		no_species
LH_11			-30.533333	145.1	200		Louth					RRG		no_species
LH_12			-30.533333	145.1	180		Louth					RRG		no_species
MK_01			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_02			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_03			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_04			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_05			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_05B			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_06			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_07			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_08			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_09			-37.585801	144.9235638	180		Malcom Creek					RRG		no_species
MK_10			-37.585801	144.9235638	300		Malcom Creek					RRG		no_species
ME_01			-32.8	138.2	300		Melrose					RRG		no_species
ME_02			-32.8	138.2	300		Melrose					RRG		no_species
ME_03			-32.8	138.2	300		Melrose					RRG		no_species
ME_04			-32.8	138.2	300		Melrose					RRG		no_species
ME_05			-32.8	138.2	300		Melrose					RRG		no_species
ME_06			-32.8	138.2	300		Melrose					RRG		no_species
ME_07			-32.8	138.2	300		Melrose					RRG		no_species
ME_07B			-32.8	138.2	300		Melrose					RRG		no_species
ME_08			-32.8	138.2	300		Melrose					RRG		no_species
ME_09			-32.8	138.2	300		Melrose					RRG		no_species
ME_10			-32.8	138.2	300		Melrose					RRG		no_species
ME_11			-32.8	138.2	300		Melrose					RRG		no_species
ME_12			-32.8	138.2	200		Melrose					RRG		no_species
NN_01			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_02			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_03			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_04			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_05			-36.1	146.883333	200		Nyngan					RRG		no_species
MT2PCR16_												RRG		no_species
NN_06			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_07			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_08			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_09			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_10			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_11			-36.1	146.883333	200		Nyngan					RRG		no_species
NN_12			-36.1	146.883333	230		Nyngan					RRG		no_species
OT_01			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_02			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_03			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_04			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_05			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_06			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_07			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_08			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_09			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_09B			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_10			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_11			-36.6	146.783333	230		Ovens Valley Bright					RRG		no_species
OT_12			-36.6	146.783333	0		Ovens Valley Bright					RRG		no_species
QE_01			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_02			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_03			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_04			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_05			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_06			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_07			-32.183333	138.016667	0		Quorn-Warren Gorge					RRG		no_species
QE_08			-32.183333	138.016667	260		Quorn-Warren Gorge					RRG		no_species
TG_01			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_02			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_03			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_04			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_05			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_06			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_07			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_08			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_08B			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_09			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_10			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_11			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_12			-36.1265341	147.9687123	260		Towong					RRG		no_species
TG_13			-36.1265341	147.9687123	200		Towong					RRG		no_species
WA_01			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_02			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_03			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_04			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_05			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_06			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_07			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_08			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_09			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_10			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_11			-31.466667	143.65	200		Wilcannia					RRG		no_species
WA_12			-31.466667	143.65			Wilcannia					RRG		no_species
MT2_PCR16_NCT1												RRG		no_species
BRY-BG-1												RRG		no_species
BRY-BG-11												RRG		no_species
BRY-BG-21												RRG		no_species
BRY-BB-31												RRG		no_species
BRY-BB-41												RRG		no_species
BRY-BG-51												RRG		no_species
BRY-BG-51_1												RRG		no_species
BRY-BG-23												RRG		no_species
BRY-LP-61												RRG		no_species
BRY-LP-71												RRG		no_species
BRY-BG-2												RRG		no_species
BRY-BG-12												RRG		no_species
BRY-BG-22												RRG		no_species
BRY-BB-32												RRG		no_species
BRY-BG-42												RRG		no_species
BRY-BG-52												RRG		no_species
BRY-LP-62												RRG		no_species
BRY-LP-72												RRG		no_species
BRY-BG-3												RRG		no_species
BRY-BG-13												RRG		no_species
GOL0025_1D_1	Eucalptus melliodora											hb_rhizo		no_latlong
GOL0025_3W	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0586_9D	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0232_5D	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0506_4D	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0749_5D	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0493_4W	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0612_3W	Eucalptus melliodora											hb_rhizo		no_latlong
GOL0025_1W	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0512_1W	Eucalptus melliodora											hb_rhizo		no_latlong
GOL0025_2D	Eucalptus melliodora											hb_rhizo		no_latlong
NSW0749_2D	Eucalptus melliodora											hb_rhizo		no_latlong
